lot_id,product_id,process_step,equipment_id,wafer_count,queue_time_hours,process_time_hours,start_time,end_time,defect_count,yield_rate,status
LOT_00866,N3_AI,Deposition,DEP_02,24,4.68,0.83,2026-02-17 04:26:58.873615,2026-02-17 05:17:01.285973,3,,Completed
LOT_00866,N3_AI,CMP,CMP_01,24,3.59,3.58,2026-02-17 08:52:28.150030,2026-02-17 12:27:27.033815,4,,Completed
LOT_00866,N3_AI,Metrology,MET_01,24,10.26,1.81,2026-02-17 22:43:07.380041,2026-02-18 00:31:37.724204,1,,Completed
LOT_00866,N3_AI,Inspection,INSP_01,24,3.63,3.32,2026-02-18 04:09:24.472920,2026-02-18 07:28:52.367879,3,0.9127062853814527,Completed
LOT_00867,N3_AI,Lithography,LITHO_01,25,6.06,4.27,2026-01-20 00:03:23.787089,2026-01-20 04:19:43.789743,0,,Completed
LOT_00867,N3_AI,Etching,ETCH_01,25,8.87,4.78,2026-01-20 13:12:09.796508,2026-01-20 17:59:13.645258,1,,Completed
LOT_00867,N3_AI,Deposition,DEP_03,25,8.4,0.55,2026-01-21 02:23:30.490380,2026-01-21 02:56:17.638529,1,,Completed
LOT_00867,N3_AI,CMP,CMP_01,25,5.91,3.66,2026-01-21 08:50:39.982458,2026-01-21 12:30:28.383842,1,,Completed
LOT_00867,N3_AI,Metrology,MET_01,25,3.56,2.89,2026-01-21 16:04:11.280814,2026-01-21 18:57:33.429799,2,,Completed
LOT_00867,N3_AI,Inspection,INSP_01,25,6.21,2.88,2026-01-22 01:10:02.711670,2026-01-22 04:03:00.094615,5,0.9446291737959029,Completed
LOT_00868,N3_GPU,Lithography,LITHO_01,24,0.0,3.6,2026-01-11 21:00:00.000000,2026-01-12 00:35:50.950677,1,,Completed
LOT_00868,N3_GPU,Etching,ETCH_04,24,8.37,3.77,2026-01-12 08:58:13.247331,2026-01-12 12:44:22.589429,2,,Completed
LOT_00868,N3_GPU,Deposition,DEP_01,24,4.08,3.18,2026-01-12 16:49:02.818432,2026-01-12 20:00:01.997117,1,,Completed
LOT_00868,N3_GPU,CMP,CMP_01,24,0.03,1.9,2026-01-12 20:01:52.750116,2026-01-12 21:55:52.039058,1,,Completed
LOT_00868,N3_GPU,Metrology,MET_01,24,7.94,1.54,2026-01-13 05:52:21.257537,2026-01-13 07:24:34.763944,2,,Completed
LOT_00868,N3_GPU,Inspection,INSP_02,24,4.91,2.34,2026-01-13 12:19:03.550611,2026-01-13 14:39:28.961263,0,0.9757653830235707,Completed
LOT_00869,N3_GPU,Lithography,LITHO_01,24,6.66,3.24,2026-03-20 16:39:35.907918,2026-03-20 19:53:47.291710,1,,Completed
LOT_00869,N3_GPU,Etching,ETCH_03,24,16.75,3.0,2026-03-21 12:38:57.932055,2026-03-21 15:38:50.374711,4,,Completed
LOT_00869,N3_GPU,Deposition,DEP_03,24,3.35,3.35,2026-03-21 18:59:38.174590,2026-03-21 22:20:35.384211,4,,Completed
LOT_00869,N3_GPU,CMP,CMP_02,24,5.58,1.4,2026-03-22 03:55:10.963065,2026-03-22 05:18:59.760004,1,,Completed
LOT_00869,N3_GPU,Metrology,MET_02,24,9.96,0.76,2026-03-22 15:16:43.314071,2026-03-22 16:02:01.364177,1,,Completed
LOT_00869,N3_GPU,Inspection,INSP_01,24,3.48,3.23,2026-03-22 19:30:36.012994,2026-03-22 22:44:40.520481,2,0.945793022712741,Completed
LOT_00870,N3_CPU,Lithography,LITHO_02,25,8.31,4.25,2026-01-02 10:18:52.329255,2026-01-02 14:33:50.237114,1,,Rework
LOT_00870,N3_CPU,Etching,ETCH_02,25,12.14,3.27,2026-01-03 02:42:02.983944,2026-01-03 05:57:59.687988,1,,Completed
LOT_00870,N3_CPU,Deposition,DEP_03,25,5.72,2.82,2026-01-03 11:40:58.067450,2026-01-03 14:30:03.834736,0,,Completed
LOT_00870,N3_CPU,CMP,CMP_01,25,5.53,3.89,2026-01-03 20:01:51.931666,2026-01-03 23:55:32.439584,1,,Completed
LOT_00870,N3_CPU,Metrology,MET_01,25,7.0,3.11,2026-01-04 06:55:18.854323,2026-01-04 10:01:47.893645,2,,Completed
LOT_00870,N3_CPU,Inspection,INSP_01,25,5.91,5.37,2026-01-04 15:56:23.803750,2026-01-04 21:18:24.905326,2,0.9069022383230764,Completed
LOT_00871,N3_MOBILE,Lithography,LITHO_01,24,1.31,3.37,2026-02-11 21:18:20.269121,2026-02-12 00:40:22.567142,1,,Completed
LOT_00871,N3_MOBILE,Etching,ETCH_01,24,8.41,3.41,2026-02-12 09:05:04.396160,2026-02-12 12:29:49.671427,0,,Completed
LOT_00871,N3_MOBILE,Deposition,DEP_02,24,7.19,3.06,2026-02-12 19:41:06.975231,2026-02-12 22:44:50.016610,0,,Completed
LOT_00871,N3_MOBILE,CMP,CMP_02,24,8.0,1.87,2026-02-13 06:44:59.176302,2026-02-13 08:37:21.006818,3,,Completed
LOT_00871,N3_MOBILE,Metrology,MET_01,24,3.44,4.34,2026-02-13 12:03:30.916510,2026-02-13 16:23:40.408475,1,,Completed
LOT_00871,N3_MOBILE,Inspection,INSP_02,24,6.21,4.64,2026-02-13 22:36:25.209032,2026-02-14 03:14:37.109020,2,0.9153135336053017,Completed
LOT_00872,N3_GPU,Lithography,LITHO_01,25,3.5,3.65,2026-03-20 02:29:58.349135,2026-03-20 06:09:04.245125,3,,Completed
LOT_00872,N3_GPU,Etching,ETCH_04,25,7.07,2.77,2026-03-20 13:13:05.312608,2026-03-20 15:59:30.406250,4,,Completed
LOT_00872,N3_GPU,Deposition,DEP_02,25,9.87,2.26,2026-03-21 01:51:58.979267,2026-03-21 04:07:24.734515,1,,Completed
LOT_00872,N3_GPU,CMP,CMP_02,25,8.92,3.57,2026-03-21 13:02:28.630558,2026-03-21 16:36:22.631700,0,,Completed
LOT_00872,N3_GPU,Metrology,MET_01,25,7.67,2.61,2026-03-22 00:16:50.511315,2026-03-22 02:53:13.435832,2,,Completed
LOT_00872,N3_GPU,Inspection,INSP_02,25,9.7,3.04,2026-03-22 12:35:16.563160,2026-03-22 15:37:46.506473,1,0.9042729217561883,Completed
LOT_00873,N3_MOBILE,Lithography,LITHO_01,25,7.33,2.4,2026-02-03 15:19:42.798029,2026-02-03 17:43:38.618223,2,,Completed
LOT_00873,N3_MOBILE,Etching,ETCH_03,25,13.4,3.64,2026-02-04 07:07:21.132192,2026-02-04 10:45:56.005777,1,,Completed
LOT_00873,N3_MOBILE,Deposition,DEP_01,25,7.68,3.43,2026-02-04 18:26:49.363137,2026-02-04 21:52:33.245515,1,,Completed
LOT_00873,N3_MOBILE,CMP,CMP_01,25,5.85,1.75,2026-02-05 03:43:41.672213,2026-02-05 05:28:55.878622,0,,Completed
LOT_00873,N3_MOBILE,Metrology,MET_02,25,3.67,2.59,2026-02-05 09:09:22.447286,2026-02-05 11:44:50.549667,1,,Completed
LOT_00873,N3_MOBILE,Inspection,INSP_02,25,9.22,1.11,2026-02-05 20:58:09.897037,2026-02-05 22:04:43.528397,1,0.9080874091343971,Rework
LOT_00874,N3_MOBILE,Lithography,LITHO_01,24,2.79,4.81,2026-02-26 10:47:38.334116,2026-02-26 15:36:24.166049,2,,Completed
LOT_00874,N3_MOBILE,Etching,ETCH_04,24,0.0,2.56,2026-02-26 15:36:24.166049,2026-02-26 18:10:04.886694,1,,Completed
LOT_00874,N3_MOBILE,Deposition,DEP_02,24,7.7,2.25,2026-02-27 01:52:02.716390,2026-02-27 04:06:46.955607,2,,Completed
LOT_00874,N3_MOBILE,CMP,CMP_01,24,6.88,3.37,2026-02-27 10:59:24.230792,2026-02-27 14:21:25.314379,1,,Completed
LOT_00874,N3_MOBILE,Metrology,MET_01,24,5.42,1.52,2026-02-27 19:46:19.740834,2026-02-27 21:17:24.230022,1,,Hold
LOT_00874,N3_MOBILE,Inspection,INSP_01,24,3.46,4.66,2026-02-28 00:44:56.376042,2026-02-28 05:24:38.237763,2,0.9319197984605909,Completed
LOT_00875,N3_MOBILE,Lithography,LITHO_01,25,6.44,3.7,2026-02-18 03:26:06.670779,2026-02-18 07:08:16.848869,2,,Completed
LOT_00875,N3_MOBILE,Etching,ETCH_01,25,3.58,3.23,2026-02-18 10:43:08.724862,2026-02-18 13:57:02.555017,3,,Completed
LOT_00875,N3_MOBILE,Deposition,DEP_03,25,3.21,2.04,2026-02-18 17:09:31.887964,2026-02-18 19:11:49.109284,6,,Completed
LOT_00875,N3_MOBILE,CMP,CMP_02,25,0.0,1.95,2026-02-18 19:11:49.109284,2026-02-18 21:08:43.464247,3,,Completed
LOT_00875,N3_MOBILE,Metrology,MET_02,25,7.08,2.21,2026-02-19 04:13:19.361016,2026-02-19 06:26:05.634496,3,,Completed
LOT_00875,N3_MOBILE,Inspection,INSP_02,25,5.32,3.95,2026-02-19 11:45:27.683654,2026-02-19 15:42:37.682617,3,0.9511632915698515,Completed
LOT_00876,N3_AI,Lithography,LITHO_03,25,2.56,2.43,2026-03-30 06:33:21.349912,2026-03-30 08:58:55.379969,3,,Completed
LOT_00876,N3_AI,Etching,ETCH_04,25,13.48,6.79,2026-03-30 22:27:48.776336,2026-03-31 05:14:56.476710,1,,Completed
LOT_00876,N3_AI,Deposition,DEP_01,25,0.94,4.61,2026-03-31 06:11:06.186372,2026-03-31 10:47:34.674731,4,,Completed
LOT_00876,N3_AI,CMP,CMP_02,25,8.93,3.49,2026-03-31 19:43:32.772536,2026-03-31 23:12:39.538731,2,,Completed
LOT_00876,N3_AI,Metrology,MET_02,25,9.12,1.16,2026-04-01 08:19:56.677361,2026-04-01 09:29:37.119644,3,,Completed
LOT_00876,N3_AI,Inspection,INSP_02,25,7.09,1.05,2026-04-01 16:34:47.313542,2026-04-01 17:37:54.863119,2,0.9509560962137598,Completed
LOT_00877,N3_GPU,Lithography,LITHO_01,24,6.16,3.51,2026-01-30 02:09:42.451031,2026-01-30 05:40:27.796173,4,,Completed
LOT_00877,N3_GPU,Etching,ETCH_03,24,12.33,4.14,2026-01-30 17:59:58.051093,2026-01-30 22:08:26.001263,3,,Completed
LOT_00877,N3_GPU,Deposition,DEP_03,24,6.61,2.71,2026-01-31 04:45:11.333924,2026-01-31 07:27:36.531752,6,,Completed
LOT_00877,N3_GPU,CMP,CMP_01,24,3.46,2.4,2026-01-31 10:55:17.146127,2026-01-31 13:19:12.748688,5,,Completed
LOT_00877,N3_GPU,Metrology,MET_02,24,5.74,0.5,2026-01-31 19:03:51.079836,2026-01-31 19:33:51.079836,1,,Completed
LOT_00877,N3_GPU,Inspection,INSP_02,24,4.73,4.11,2026-02-01 00:17:46.425384,2026-02-01 04:24:19.173650,3,0.893217334980233,Completed
LOT_00878,N3_CPU,Lithography,LITHO_03,25,4.3,4.12,2026-01-27 22:18:14.708511,2026-01-28 02:25:34.024264,0,,Completed
LOT_00878,N3_CPU,Etching,ETCH_03,25,14.31,5.29,2026-01-28 16:44:03.643099,2026-01-28 22:01:28.491278,1,,Completed
LOT_00878,N3_CPU,Deposition,DEP_01,25,7.41,3.69,2026-01-29 05:26:15.038111,2026-01-29 09:07:49.887502,1,,Completed
LOT_00878,N3_CPU,CMP,CMP_02,25,2.69,4.13,2026-01-29 11:49:29.261176,2026-01-29 15:57:17.246645,2,,Completed
LOT_00878,N3_CPU,Metrology,MET_02,25,0.84,5.9,2026-01-29 16:47:53.387968,2026-01-29 22:41:44.528332,2,,Completed
LOT_00878,N3_CPU,Inspection,INSP_02,25,7.33,2.18,2026-01-30 06:01:17.107236,2026-01-30 08:12:19.875958,1,0.9233230156387563,Completed
LOT_00879,N3_MOBILE,Lithography,LITHO_02,24,8.14,2.14,2026-02-17 14:08:13.213933,2026-02-17 16:16:22.976792,2,,Completed
LOT_00879,N3_MOBILE,Etching,ETCH_02,24,10.5,5.18,2026-02-18 02:46:08.190545,2026-02-18 07:56:58.889535,4,,Completed
LOT_00879,N3_MOBILE,Deposition,DEP_03,24,6.35,2.95,2026-02-18 14:17:45.733186,2026-02-18 17:14:30.646349,1,,Completed
LOT_00879,N3_MOBILE,CMP,CMP_01,24,5.98,3.01,2026-02-18 23:13:07.549332,2026-02-19 02:13:28.032530,2,,Completed
LOT_00879,N3_MOBILE,Metrology,MET_01,24,0.39,4.51,2026-02-19 02:36:59.559607,2026-02-19 07:07:21.665442,3,,Completed
LOT_00879,N3_MOBILE,Inspection,INSP_02,24,3.11,2.5,2026-02-19 10:13:52.389675,2026-02-19 12:43:54.194220,4,0.9379209277820293,Completed
LOT_00880,N3_GPU,Lithography,LITHO_03,25,7.34,3.11,2026-01-04 06:20:16.328319,2026-01-04 09:26:35.713817,1,,Completed
LOT_00880,N3_GPU,Etching,ETCH_02,25,6.93,2.96,2026-01-04 16:22:28.122242,2026-01-04 19:19:56.942059,1,,Completed
LOT_00880,N3_GPU,Deposition,DEP_03,25,5.66,3.0,2026-01-05 00:59:15.546696,2026-01-05 03:59:28.664248,2,,Completed
LOT_00880,N3_GPU,CMP,CMP_02,25,8.4,2.71,2026-01-05 12:23:34.013558,2026-01-05 15:06:12.107335,3,,Completed
LOT_00880,N3_GPU,Metrology,MET_02,25,3.06,3.35,2026-01-05 18:09:54.858393,2026-01-05 21:31:02.977577,1,,Completed
LOT_00880,N3_GPU,Inspection,INSP_01,25,1.11,2.5,2026-01-05 22:37:40.253658,2026-01-06 01:07:43.727667,1,0.9660354057225127,Completed
LOT_00881,N3_CPU,Lithography,LITHO_03,25,3.66,2.48,2026-03-30 14:39:23.597999,2026-03-30 17:08:06.322981,3,,Completed
LOT_00881,N3_CPU,Etching,ETCH_02,25,18.15,4.83,2026-03-31 11:17:17.993690,2026-03-31 16:07:13.835203,1,,Completed
LOT_00881,N3_CPU,Deposition,DEP_03,25,4.75,3.94,2026-03-31 20:52:04.322680,2026-04-01 00:48:15.503882,3,,Completed
LOT_00881,N3_CPU,CMP,CMP_02,25,13.11,2.47,2026-04-01 13:54:50.477152,2026-04-01 16:23:09.196793,0,,Completed
LOT_00881,N3_CPU,Metrology,MET_01,25,0.16,5.06,2026-04-01 16:32:40.397690,2026-04-01 21:35:59.467803,0,,Completed
LOT_00881,N3_CPU,Inspection,INSP_01,25,2.97,2.69,2026-04-02 00:34:01.983866,2026-04-02 03:15:26.814824,0,0.9288310099058944,Rework
LOT_00882,N3_AI,Lithography,LITHO_01,25,5.35,2.01,2026-03-24 00:21:04.763847,2026-03-24 02:21:56.298416,4,,Completed
LOT_00882,N3_AI,Etching,ETCH_02,25,19.73,1.75,2026-03-24 22:05:29.761649,2026-03-24 23:50:18.815419,2,,Completed
LOT_00882,N3_AI,Deposition,DEP_03,25,4.03,3.42,2026-03-25 03:52:05.822444,2026-03-25 07:17:15.003691,5,,Completed
LOT_00882,N3_AI,CMP,CMP_02,25,2.48,1.2,2026-03-25 09:45:53.403046,2026-03-25 10:58:10.517531,1,,Completed
LOT_00882,N3_AI,Metrology,MET_01,25,9.93,4.01,2026-03-25 20:53:46.974695,2026-03-26 00:54:33.979852,5,,Completed
LOT_00882,N3_AI,Inspection,INSP_02,25,8.01,3.28,2026-03-26 08:55:22.309155,2026-03-26 12:12:02.274276,3,0.9257836048635677,Completed
LOT_00883,N3_MOBILE,Lithography,LITHO_02,25,3.91,3.55,2026-01-16 13:54:20.500116,2026-01-16 17:27:06.793895,2,,Hold
LOT_00883,N3_MOBILE,Etching,ETCH_02,25,11.71,4.79,2026-01-17 05:09:31.914836,2026-01-17 09:56:46.920467,4,,Completed
LOT_00883,N3_MOBILE,Deposition,DEP_01,25,7.55,2.47,2026-01-17 17:29:54.022379,2026-01-17 19:58:18.395115,2,,Completed
LOT_00883,N3_MOBILE,CMP,CMP_02,25,6.68,1.97,2026-01-18 02:39:10.108866,2026-01-18 04:37:19.111055,3,,Completed
LOT_00883,N3_MOBILE,Metrology,MET_01,25,7.77,2.62,2026-01-18 12:23:45.180593,2026-01-18 15:00:42.916148,5,,Rework
LOT_00883,N3_MOBILE,Inspection,INSP_01,25,6.1,0.5,2026-01-18 21:06:40.699862,2026-01-18 21:36:40.699862,1,0.9130176104026679,Completed
LOT_00884,N3_GPU,Lithography,LITHO_02,24,6.56,3.11,2026-03-30 14:33:19.362495,2026-03-30 17:39:39.311264,0,,Completed
LOT_00884,N3_GPU,Etching,ETCH_02,24,5.33,4.14,2026-03-30 22:59:14.369579,2026-03-31 03:07:26.922189,3,,Completed
LOT_00884,N3_GPU,Deposition,DEP_01,24,5.43,0.73,2026-03-31 08:33:26.977608,2026-03-31 09:16:57.449770,0,,Hold
LOT_00884,N3_GPU,CMP,CMP_02,24,4.85,2.25,2026-03-31 14:07:40.720585,2026-03-31 16:22:29.791513,3,,Completed
LOT_00884,N3_GPU,Metrology,MET_02,24,8.01,2.91,2026-04-01 00:23:05.398697,2026-04-01 03:17:54.761891,2,,Completed
LOT_00884,N3_GPU,Inspection,INSP_01,24,3.62,2.52,2026-04-01 06:54:53.606237,2026-04-01 09:25:58.335911,1,0.8946691393482447,Completed
LOT_00885,N3_MOBILE,Lithography,LITHO_02,24,10.88,3.08,2026-03-04 13:52:30.023550,2026-03-04 16:57:27.726317,2,,Completed
LOT_00885,N3_MOBILE,Etching,ETCH_04,24,8.66,3.37,2026-03-05 01:37:19.524375,2026-03-05 04:59:28.843660,1,,Completed
LOT_00885,N3_MOBILE,Deposition,DEP_03,24,4.18,3.46,2026-03-05 09:10:27.568131,2026-03-05 12:37:54.023396,0,,Completed
LOT_00885,N3_MOBILE,CMP,CMP_02,24,10.86,2.23,2026-03-05 23:29:34.408029,2026-03-06 01:43:30.007706,3,,Completed
LOT_00885,N3_MOBILE,Metrology,MET_02,24,7.34,3.77,2026-03-06 09:03:57.162817,2026-03-06 12:50:10.529504,2,,Rework
LOT_00885,N3_MOBILE,Inspection,INSP_02,24,6.0,3.23,2026-03-06 18:50:23.758013,2026-03-06 22:04:07.628935,3,0.8894465438426253,Completed
LOT_00886,N3_CPU,Lithography,LITHO_03,24,8.97,2.47,2026-03-10 14:58:12.019870,2026-03-10 17:26:10.334971,1,,Completed
LOT_00886,N3_CPU,Etching,ETCH_03,24,14.2,4.37,2026-03-11 07:38:09.630257,2026-03-11 12:00:34.595951,4,,Completed
LOT_00886,N3_CPU,Deposition,DEP_03,24,1.78,3.39,2026-03-11 13:47:08.625682,2026-03-11 17:10:37.486173,7,,Completed
LOT_00886,N3_CPU,CMP,CMP_02,24,6.78,3.23,2026-03-11 23:57:09.443902,2026-03-12 03:10:55.516570,2,,Rework
LOT_00886,N3_CPU,Metrology,MET_02,24,13.98,1.9,2026-03-12 17:09:37.471357,2026-03-12 19:03:22.645088,4,,Completed
LOT_00886,N3_CPU,Inspection,INSP_01,24,4.81,1.57,2026-03-12 23:51:55.434918,2026-03-13 01:26:05.075667,3,0.99,Completed
LOT_00887,N3_CPU,Lithography,LITHO_01,25,9.62,2.97,2026-01-25 19:37:06.825407,2026-01-25 22:35:35.824521,2,,Completed
LOT_00887,N3_CPU,Etching,ETCH_01,25,0.0,4.25,2026-01-25 22:35:35.824521,2026-01-26 02:50:28.115730,1,,Completed
LOT_00887,N3_CPU,Deposition,DEP_03,25,6.11,3.94,2026-01-26 08:57:09.522199,2026-01-26 12:53:17.050805,1,,Completed
LOT_00887,N3_CPU,CMP,CMP_01,25,1.2,3.43,2026-01-26 14:05:02.976462,2026-01-26 17:30:36.578395,3,,Completed
LOT_00887,N3_CPU,Metrology,MET_02,25,5.61,3.13,2026-01-26 23:07:11.141220,2026-01-27 02:14:50.298358,1,,Completed
LOT_00887,N3_CPU,Inspection,INSP_02,25,7.79,1.64,2026-01-27 10:02:05.647778,2026-01-27 11:40:31.496287,1,0.99,Completed
LOT_00888,N3_MOBILE,Lithography,LITHO_02,25,6.29,3.55,2026-02-14 02:17:18.993003,2026-02-14 05:50:11.099302,3,,Completed
LOT_00888,N3_MOBILE,Etching,ETCH_04,25,3.31,3.49,2026-02-14 09:08:50.849249,2026-02-14 12:38:26.705093,0,,Completed
LOT_00888,N3_MOBILE,Deposition,DEP_01,25,7.0,3.52,2026-02-14 19:38:27.960296,2026-02-14 23:09:42.000705,1,,Completed
LOT_00888,N3_MOBILE,CMP,CMP_02,25,3.0,2.48,2026-02-15 02:09:51.221980,2026-02-15 04:38:41.563090,6,,Completed
LOT_00888,N3_MOBILE,Metrology,MET_01,25,0.14,2.7,2026-02-15 04:47:17.437609,2026-02-15 07:29:06.505259,3,,Completed
LOT_00888,N3_MOBILE,Inspection,INSP_02,25,8.35,1.86,2026-02-15 15:50:17.804614,2026-02-15 17:41:36.933264,2,0.8713395923750953,Completed
LOT_00889,N3_CPU,Lithography,LITHO_03,25,8.9,1.0,2026-03-04 09:53:42.659556,2026-03-04 10:53:53.348986,2,,Completed
LOT_00889,N3_CPU,Etching,ETCH_04,25,20.98,2.87,2026-03-05 07:52:38.324643,2026-03-05 10:44:59.326497,1,,Completed
LOT_00889,N3_CPU,Deposition,DEP_03,25,8.72,3.51,2026-03-05 19:28:15.783883,2026-03-05 22:59:05.843644,1,,Completed
LOT_00889,N3_CPU,CMP,CMP_02,25,10.63,4.16,2026-03-06 09:36:40.884948,2026-03-06 13:46:15.077581,1,,Completed
LOT_00889,N3_CPU,Metrology,MET_01,25,8.32,2.08,2026-03-06 22:05:12.861553,2026-03-07 00:09:49.912877,1,,Completed
LOT_00889,N3_CPU,Inspection,INSP_02,25,7.33,3.25,2026-03-07 07:29:20.113071,2026-03-07 10:44:07.671844,1,0.9398099432842701,Completed
LOT_00890,N3_CPU,Lithography,LITHO_01,25,6.97,1.5,2026-03-14 22:58:15.537119,2026-03-15 00:28:31.711521,0,,Completed
LOT_00890,N3_CPU,Etching,ETCH_02,25,11.95,5.21,2026-03-15 12:25:39.377171,2026-03-15 17:38:30.166594,4,,Completed
LOT_00890,N3_CPU,Deposition,DEP_02,25,6.52,0.54,2026-03-16 00:09:30.566815,2026-03-16 00:41:39.187429,2,,Completed
LOT_00890,N3_CPU,CMP,CMP_01,25,6.39,2.05,2026-03-16 07:05:02.403263,2026-03-16 09:07:53.382102,1,,Rework
LOT_00890,N3_CPU,Metrology,MET_02,25,7.79,2.62,2026-03-16 16:55:31.513487,2026-03-16 19:32:28.717030,3,,Completed
LOT_00890,N3_CPU,Inspection,INSP_01,25,0.34,3.53,2026-03-16 19:52:51.541038,2026-03-16 23:24:30.891113,2,0.9205531826541746,Completed
LOT_00891,N3_GPU,Lithography,LITHO_02,25,1.94,2.53,2026-03-26 05:56:41.875694,2026-03-26 08:28:12.041696,1,,Completed
LOT_00891,N3_GPU,Etching,ETCH_01,25,6.09,4.37,2026-03-26 14:33:44.227137,2026-03-26 18:56:08.215493,3,,Completed
LOT_00891,N3_GPU,Deposition,DEP_03,25,1.93,3.69,2026-03-26 20:51:39.516981,2026-03-27 00:33:00.029216,0,,Completed
LOT_00891,N3_GPU,CMP,CMP_01,25,6.7,2.85,2026-03-27 07:14:50.464822,2026-03-27 10:05:49.953767,1,,Hold
LOT_00891,N3_GPU,Metrology,MET_01,25,4.82,2.59,2026-03-27 14:54:54.726734,2026-03-27 17:30:08.111188,3,,Completed
LOT_00891,N3_GPU,Inspection,INSP_01,25,6.12,1.88,2026-03-27 23:37:27.046091,2026-03-28 01:30:20.264354,0,0.8830795693202013,Completed
LOT_00892,N3_AI,Lithography,LITHO_01,25,11.72,2.35,2026-03-10 08:42:56.947095,2026-03-10 11:04:13.074377,0,,Completed
LOT_00892,N3_AI,Etching,ETCH_04,25,12.99,4.36,2026-03-11 00:03:26.366050,2026-03-11 04:25:14.564214,0,,Completed
LOT_00892,N3_AI,Deposition,DEP_01,25,7.53,1.77,2026-03-11 11:56:47.026914,2026-03-11 13:43:04.530354,1,,Completed
LOT_00892,N3_AI,CMP,CMP_01,25,6.17,1.14,2026-03-11 19:53:03.336302,2026-03-11 21:01:10.763354,1,,Completed
LOT_00892,N3_AI,Metrology,MET_01,25,3.11,3.09,2026-03-12 00:07:41.651066,2026-03-12 03:12:54.781839,1,,Completed
LOT_00892,N3_AI,Inspection,INSP_02,25,3.79,4.48,2026-03-12 07:00:31.488860,2026-03-12 11:29:26.389637,2,0.9220326043742401,Completed
LOT_00893,N3_CPU,Lithography,LITHO_02,25,0.7,3.41,2026-02-13 17:42:11.921206,2026-02-13 21:06:37.522550,1,,Completed
LOT_00893,N3_CPU,Etching,ETCH_03,25,5.99,2.37,2026-02-14 03:06:02.016811,2026-02-14 05:28:07.952707,2,,Completed
LOT_00893,N3_CPU,Deposition,DEP_03,25,0.98,4.1,2026-02-14 06:26:54.423173,2026-02-14 10:33:01.509357,3,,Completed
LOT_00893,N3_CPU,CMP,CMP_02,25,4.63,3.97,2026-02-14 15:10:36.127095,2026-02-14 19:08:36.367048,3,,Hold
LOT_00893,N3_CPU,Metrology,MET_02,25,5.21,3.51,2026-02-15 00:21:11.006417,2026-02-15 03:51:37.887413,2,,Completed
LOT_00893,N3_CPU,Inspection,INSP_02,25,5.0,3.27,2026-02-15 08:51:36.425982,2026-02-15 12:07:47.128137,0,0.9395723496907862,Completed
LOT_00894,N3_GPU,Lithography,LITHO_02,25,7.82,0.65,2026-02-27 13:49:17.250364,2026-02-27 14:28:22.271951,3,,Completed
LOT_00894,N3_GPU,Etching,ETCH_02,25,1.68,4.86,2026-02-27 16:09:15.814407,2026-02-27 21:01:02.007686,1,,Completed
LOT_00894,N3_GPU,Deposition,DEP_01,25,9.87,3.05,2026-02-28 06:53:21.263078,2026-02-28 09:56:38.811093,0,,Completed
LOT_00894,N3_GPU,CMP,CMP_01,25,6.62,4.07,2026-02-28 16:33:53.052929,2026-02-28 20:38:16.354466,2,,Completed
LOT_00894,N3_GPU,Metrology,MET_01,25,1.39,3.38,2026-02-28 22:01:57.939821,2026-03-01 01:25:00.281129,3,,Hold
LOT_00894,N3_GPU,Inspection,INSP_02,25,8.72,3.17,2026-03-01 10:08:19.795245,2026-03-01 13:18:45.466633,4,0.9468475086536864,Completed
LOT_00895,N3_CPU,Lithography,LITHO_03,25,2.79,4.3,2026-02-27 13:47:11.269545,2026-02-27 18:05:27.367249,0,,Completed
LOT_00895,N3_CPU,Etching,ETCH_03,25,11.4,3.99,2026-02-28 05:29:27.317684,2026-02-28 09:28:59.571654,2,,Hold
LOT_00895,N3_CPU,Deposition,DEP_01,25,7.87,3.56,2026-02-28 17:21:02.973282,2026-02-28 20:54:25.412856,2,,Completed
LOT_00895,N3_CPU,CMP,CMP_01,25,5.73,1.29,2026-03-01 02:38:11.051361,2026-03-01 03:55:37.573505,2,,Completed
LOT_00895,N3_CPU,Metrology,MET_01,25,3.94,4.29,2026-03-01 07:51:53.036407,2026-03-01 12:08:59.180030,1,,Completed
LOT_00895,N3_CPU,Inspection,INSP_01,25,3.49,2.89,2026-03-01 15:38:35.372317,2026-03-01 18:31:53.223799,1,0.8981773857076945,Completed
LOT_00896,N3_GPU,Lithography,LITHO_02,25,10.36,0.5,2026-02-05 13:21:21.489934,2026-02-05 13:51:21.489934,0,,Completed
LOT_00896,N3_GPU,Etching,ETCH_03,25,10.36,3.25,2026-02-06 00:13:09.110384,2026-02-06 03:27:51.732655,1,,Completed
LOT_00896,N3_GPU,Deposition,DEP_03,25,6.74,3.93,2026-02-06 10:11:59.607533,2026-02-06 14:08:00.450204,3,,Completed
LOT_00896,N3_GPU,CMP,CMP_02,25,2.15,1.93,2026-02-06 16:16:47.143343,2026-02-06 18:12:22.399095,0,,Completed
LOT_00896,N3_GPU,Metrology,MET_02,25,2.2,3.89,2026-02-06 20:24:20.797285,2026-02-07 00:18:00.093710,1,,Completed
LOT_00896,N3_GPU,Inspection,INSP_02,25,6.82,2.7,2026-02-07 07:07:27.992723,2026-02-07 09:49:28.451620,4,0.9310542406616796,Completed
